complaint_id,timestamp,atm_id,bank_id,account_id,category,amount_disputed,is_verified_fraud,status
CMP006667,2026-02-03 03:54:39,ATM1319,BANK01,ACC751133,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP003447,2026-02-03 04:00:14,ATM1296,BANK05,ACC750742,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP006552,2026-02-03 04:14:07,ATM1492,BANK04,ACC440519,PIN Shoulder Surfing & Theft,2000,0,CLOSED
CMP002064,2026-02-03 04:15:17,ATM1130,BANK06,ACC538561,Card Skimming / Clone Fraud,5000,0,UNDER_INVESTIGATION
CMP003518,2026-02-03 04:17:21,ATM1151,BANK03,ACC983297,PIN Shoulder Surfing & Theft,15000,0,UNDER_INVESTIGATION
CMP003280,2026-02-03 04:17:58,ATM1338,BANK09,ACC105598,Phishing & OTP Coerced Cash-out,3000,0,UNDER_INVESTIGATION
CMP007224,2026-02-03 04:22:49,ATM1198,BANK03,ACC929497,Unauthorized ATM Cash Withdrawal,1000,0,CLOSED
CMP002315,2026-02-03 04:24:23,ATM1158,BANK09,ACC529095,Unauthorized ATM Cash Withdrawal,5000,1,REGISTERED
CMP001685,2026-02-03 04:25:28,ATM1139,BANK03,ACC874163,PIN Shoulder Surfing & Theft,15000,0,UNDER_INVESTIGATION
CMP006534,2026-02-03 04:26:59,ATM1280,BANK01,ACC789339,PIN Shoulder Surfing & Theft,20000,0,REGISTERED
CMP003641,2026-02-03 04:32:57,ATM1351,BANK08,ACC593380,Unauthorized ATM Cash Withdrawal,1000,0,UNDER_INVESTIGATION
CMP002800,2026-02-03 04:51:55,ATM1421,BANK01,ACC781602,Unauthorized ATM Cash Withdrawal,2000,0,UNDER_INVESTIGATION
CMP005003,2026-02-03 04:53:03,ATM1377,BANK01,ACC447513,Unauthorized ATM Cash Withdrawal,5000,1,REGISTERED
CMP000481,2026-02-03 05:44:05,ATM1249,BANK07,ACC103566,ATM Cash Dispense Failure / Trapping,20000,1,RESOLVED
CMP003653,2026-02-03 05:52:14,ATM1238,BANK06,ACC495651,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP000906,2026-02-03 06:15:15,ATM1077,BANK06,ACC104774,ATM Cash Dispense Failure / Trapping,20000,1,UNDER_INVESTIGATION
CMP008740,2026-02-03 06:30:11,ATM1089,BANK01,ACC106524,ATM Cash Dispense Failure / Trapping,2000,0,UNDER_INVESTIGATION
CMP002289,2026-02-03 06:35:33,ATM1422,BANK08,ACC716472,Phishing & OTP Coerced Cash-out,15000,1,REGISTERED
CMP004736,2026-02-03 06:38:51,ATM1323,BANK08,ACC134187,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP000286,2026-02-03 06:44:46,ATM1339,BANK02,ACC_MULE_2139,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP003138,2026-02-03 06:44:59,ATM1123,BANK01,ACC924230,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP001241,2026-02-03 06:50:55,ATM1155,BANK02,ACC_MULE_2093,Card Skimming / Clone Fraud,25000,1,UNDER_INVESTIGATION
CMP003213,2026-02-03 06:51:44,ATM1200,BANK07,ACC503700,Card Skimming / Clone Fraud,3000,0,CLOSED
CMP004472,2026-02-03 06:57:25,ATM1154,BANK07,ACC759479,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP009932,2026-02-03 07:06:50,ATM1025,BANK04,ACC940234,Card Skimming / Clone Fraud,3000,0,REGISTERED
CMP004816,2026-02-03 07:15:05,ATM1413,BANK03,ACC820442,ATM Cash Dispense Failure / Trapping,5000,0,REGISTERED
CMP002925,2026-02-03 07:21:15,ATM1014,BANK06,ACC629467,Unauthorized ATM Cash Withdrawal,20000,0,REGISTERED
CMP008877,2026-02-03 07:23:18,ATM1279,BANK08,ACC414417,Unauthorized ATM Cash Withdrawal,10000,1,CLOSED
CMP002713,2026-02-03 07:25:12,ATM1226,BANK02,ACC985111,ATM Cash Dispense Failure / Trapping,5000,0,CLOSED
CMP000805,2026-02-03 07:25:26,ATM1202,BANK07,ACC_MULE_2042,Card Skimming / Clone Fraud,8000,1,RESOLVED
CMP005521,2026-02-03 08:00:09,ATM1114,BANK05,ACC102435,Unauthorized ATM Cash Withdrawal,10000,0,UNDER_INVESTIGATION
CMP003729,2026-02-03 08:15:25,ATM1357,BANK01,ACC486785,Unauthorized ATM Cash Withdrawal,5000,1,REGISTERED
CMP007125,2026-02-03 08:17:00,ATM1141,BANK04,ACC438126,Card Skimming / Clone Fraud,1000,1,REGISTERED
CMP008612,2026-02-03 08:21:00,ATM1191,BANK08,ACC891106,Unauthorized ATM Cash Withdrawal,2000,1,CLOSED
CMP006998,2026-02-03 08:27:07,ATM1099,BANK10,ACC760412,PIN Shoulder Surfing & Theft,10000,0,UNDER_INVESTIGATION
CMP009161,2026-02-03 08:33:29,ATM1243,BANK05,ACC552238,Unauthorized ATM Cash Withdrawal,5000,0,UNDER_INVESTIGATION
CMP004492,2026-02-03 08:41:55,ATM1472,BANK06,ACC279513,PIN Shoulder Surfing & Theft,3000,0,UNDER_INVESTIGATION
CMP004359,2026-02-03 08:43:56,ATM1354,BANK03,ACC606718,Card Skimming / Clone Fraud,5000,0,REGISTERED
CMP004467,2026-02-03 08:59:07,ATM1098,BANK02,ACC544990,ATM Cash Dispense Failure / Trapping,5000,0,CLOSED
CMP007963,2026-02-03 09:02:24,ATM1001,BANK02,ACC529390,Unauthorized ATM Cash Withdrawal,15000,1,UNDER_INVESTIGATION
CMP009994,2026-02-03 09:09:48,ATM1487,BANK10,ACC689384,Unauthorized ATM Cash Withdrawal,10000,0,CLOSED
CMP000519,2026-02-03 09:11:42,ATM1107,BANK08,ACC103979,Card Skimming / Clone Fraud,15000,1,REGISTERED
CMP006333,2026-02-03 09:13:26,ATM1398,BANK06,ACC761832,Unauthorized ATM Cash Withdrawal,5000,1,UNDER_INVESTIGATION
CMP003540,2026-02-03 09:13:33,ATM1339,BANK02,ACC966064,PIN Shoulder Surfing & Theft,5000,0,REGISTERED
CMP007101,2026-02-03 09:13:59,ATM1222,BANK04,ACC416689,Unauthorized ATM Cash Withdrawal,5000,1,CLOSED
CMP000634,2026-02-03 09:15:42,ATM1214,BANK02,ACC102488,ATM Cash Dispense Failure / Trapping,10000,1,RESOLVED
CMP009657,2026-02-03 09:28:34,ATM1319,BANK01,ACC426711,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP005792,2026-02-03 09:30:40,ATM1347,BANK08,ACC199606,Unauthorized ATM Cash Withdrawal,3000,1,REGISTERED
CMP006198,2026-02-03 09:41:14,ATM1028,BANK08,ACC397978,PIN Shoulder Surfing & Theft,10000,0,UNDER_INVESTIGATION
CMP001345,2026-02-03 09:41:56,ATM1079,BANK02,ACC_MULE_2022,Phishing & OTP Coerced Cash-out,25000,1,RESOLVED
CMP003745,2026-02-03 09:51:07,ATM1388,BANK08,ACC141141,Unauthorized ATM Cash Withdrawal,10000,0,UNDER_INVESTIGATION
CMP007451,2026-02-03 09:58:54,ATM1233,BANK02,ACC151926,PIN Shoulder Surfing & Theft,1000,0,UNDER_INVESTIGATION
CMP005904,2026-02-03 10:16:55,ATM1100,BANK04,ACC950844,Unauthorized ATM Cash Withdrawal,3000,0,CLOSED
CMP006401,2026-02-03 10:18:09,ATM1376,BANK05,ACC897381,Unauthorized ATM Cash Withdrawal,10000,0,UNDER_INVESTIGATION
CMP005005,2026-02-03 10:41:17,ATM1061,BANK08,ACC198905,Unauthorized ATM Cash Withdrawal,20000,0,CLOSED
CMP007727,2026-02-03 10:54:53,ATM1305,BANK09,ACC593327,Card Skimming / Clone Fraud,15000,0,CLOSED
CMP009668,2026-02-03 10:56:37,ATM1444,BANK09,ACC880318,Unauthorized ATM Cash Withdrawal,1000,0,REGISTERED
CMP006199,2026-02-03 11:17:11,ATM1184,BANK09,ACC432621,PIN Shoulder Surfing & Theft,15000,0,CLOSED
CMP006662,2026-02-03 11:27:39,ATM1476,BANK10,ACC279662,Card Skimming / Clone Fraud,10000,0,REGISTERED
CMP007270,2026-02-03 11:43:03,ATM1160,BANK06,ACC135050,Unauthorized ATM Cash Withdrawal,15000,1,UNDER_INVESTIGATION
CMP005302,2026-02-03 11:51:23,ATM1380,BANK10,ACC616907,Unauthorized ATM Cash Withdrawal,1000,0,UNDER_INVESTIGATION
CMP002873,2026-02-03 12:29:47,ATM1266,BANK03,ACC259701,Unauthorized ATM Cash Withdrawal,15000,0,UNDER_INVESTIGATION
CMP004810,2026-02-03 12:30:08,ATM1384,BANK10,ACC979506,Unauthorized ATM Cash Withdrawal,20000,0,CLOSED
CMP005544,2026-02-03 12:31:46,ATM1144,BANK08,ACC600913,PIN Shoulder Surfing & Theft,15000,0,REGISTERED
CMP008324,2026-02-03 12:33:54,ATM1433,BANK10,ACC455031,Card Skimming / Clone Fraud,1000,1,REGISTERED
CMP001176,2026-02-03 12:40:08,ATM1214,BANK02,ACC102488,ATM Cash Dispense Failure / Trapping,10000,1,REGISTERED
CMP007310,2026-02-03 12:44:20,ATM1404,BANK09,ACC285546,Phishing & OTP Coerced Cash-out,3000,0,UNDER_INVESTIGATION
CMP009704,2026-02-03 12:48:45,ATM1200,BANK07,ACC182144,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP007385,2026-02-03 12:54:55,ATM1226,BANK02,ACC579385,Card Skimming / Clone Fraud,5000,0,REGISTERED
CMP003637,2026-02-03 13:00:29,ATM1250,BANK06,ACC388970,Unauthorized ATM Cash Withdrawal,15000,1,CLOSED
CMP008647,2026-02-03 13:20:17,ATM1467,BANK07,ACC997094,Unauthorized ATM Cash Withdrawal,2000,0,CLOSED
CMP004599,2026-02-03 13:26:21,ATM1184,BANK09,ACC975703,Unauthorized ATM Cash Withdrawal,1000,1,CLOSED
CMP004697,2026-02-03 13:29:44,ATM1153,BANK06,ACC423617,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP005769,2026-02-03 13:37:41,ATM1008,BANK09,ACC546405,Unauthorized ATM Cash Withdrawal,1000,0,REGISTERED
CMP005333,2026-02-03 13:45:58,ATM1351,BANK08,ACC891985,Phishing & OTP Coerced Cash-out,10000,1,REGISTERED
CMP008547,2026-02-03 13:55:16,ATM1355,BANK06,ACC966097,Unauthorized ATM Cash Withdrawal,5000,1,REGISTERED
CMP009250,2026-02-03 13:58:33,ATM1151,BANK03,ACC501659,Card Skimming / Clone Fraud,1000,0,CLOSED
CMP003246,2026-02-03 14:03:43,ATM1111,BANK03,ACC285804,PIN Shoulder Surfing & Theft,10000,1,REGISTERED
CMP004205,2026-02-03 14:21:25,ATM1208,BANK08,ACC167221,Card Skimming / Clone Fraud,2000,0,REGISTERED
CMP003071,2026-02-03 14:25:20,ATM1491,BANK10,ACC215384,Unauthorized ATM Cash Withdrawal,1000,0,CLOSED
CMP007798,2026-02-03 14:35:08,ATM1237,BANK01,ACC258532,Unauthorized ATM Cash Withdrawal,20000,0,CLOSED
CMP002229,2026-02-03 14:41:44,ATM1449,BANK10,ACC731442,Card Skimming / Clone Fraud,5000,0,UNDER_INVESTIGATION
CMP000832,2026-02-03 14:47:33,ATM1112,BANK04,ACC_MULE_2052,Phishing & OTP Coerced Cash-out,20000,1,REGISTERED
CMP005249,2026-02-03 14:56:38,ATM1260,BANK06,ACC892730,Card Skimming / Clone Fraud,5000,1,CLOSED
CMP006883,2026-02-03 15:01:18,ATM1102,BANK10,ACC498600,ATM Cash Dispense Failure / Trapping,15000,1,REGISTERED
CMP006134,2026-02-03 15:05:11,ATM1067,BANK02,ACC917649,Phishing & OTP Coerced Cash-out,3000,1,UNDER_INVESTIGATION
CMP001808,2026-02-03 15:15:12,ATM1478,BANK05,ACC955464,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP008550,2026-02-03 15:18:51,ATM1383,BANK08,ACC246983,Phishing & OTP Coerced Cash-out,1000,1,REGISTERED
CMP006746,2026-02-03 15:21:20,ATM1174,BANK06,ACC626702,Phishing & OTP Coerced Cash-out,3000,0,CLOSED
CMP004216,2026-02-03 15:35:49,ATM1198,BANK03,ACC413000,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP004976,2026-02-03 15:36:23,ATM1188,BANK06,ACC436812,Unauthorized ATM Cash Withdrawal,10000,0,CLOSED
CMP001811,2026-02-03 15:48:15,ATM1271,BANK09,ACC487804,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP000332,2026-02-03 15:49:29,ATM1125,BANK03,ACC_MULE_2077,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP006565,2026-02-03 16:00:59,ATM1099,BANK10,ACC906415,Unauthorized ATM Cash Withdrawal,15000,0,UNDER_INVESTIGATION
CMP007611,2026-02-03 16:01:29,ATM1459,BANK06,ACC398834,Card Skimming / Clone Fraud,2000,0,UNDER_INVESTIGATION
CMP005150,2026-02-03 16:20:38,ATM1066,BANK08,ACC698351,ATM Cash Dispense Failure / Trapping,3000,0,REGISTERED
CMP000017,2026-02-03 16:35:00,ATM1339,BANK02,ACC_MULE_2139,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP000369,2026-02-03 16:38:06,ATM1437,BANK04,ACC_MULE_2002,Card Skimming / Clone Fraud,15000,1,UNDER_INVESTIGATION
CMP009160,2026-02-03 16:45:24,ATM1233,BANK02,ACC296656,Unauthorized ATM Cash Withdrawal,5000,0,REGISTERED
CMP002660,2026-02-03 16:45:55,ATM1157,BANK07,ACC262726,Unauthorized ATM Cash Withdrawal,20000,0,UNDER_INVESTIGATION
CMP001915,2026-02-03 16:52:09,ATM1084,BANK02,ACC936481,Unauthorized ATM Cash Withdrawal,5000,0,REGISTERED
CMP006102,2026-02-03 16:52:40,ATM1285,BANK07,ACC370650,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP009865,2026-02-03 16:54:42,ATM1292,BANK07,ACC298748,ATM Cash Dispense Failure / Trapping,1000,1,CLOSED
CMP007225,2026-02-03 17:15:43,ATM1418,BANK03,ACC216558,Card Skimming / Clone Fraud,2000,0,CLOSED
CMP002017,2026-02-03 17:45:42,ATM1200,BANK07,ACC986740,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP000157,2026-02-03 17:46:36,ATM1456,BANK07,ACC_MULE_2129,Card Skimming / Clone Fraud,8000,1,RESOLVED
CMP009826,2026-02-03 17:48:31,ATM1462,BANK02,ACC693503,Phishing & OTP Coerced Cash-out,20000,0,REGISTERED
CMP001108,2026-02-03 17:49:48,ATM1432,BANK04,ACC_MULE_2124,Phishing & OTP Coerced Cash-out,25000,1,REGISTERED
CMP006755,2026-02-03 17:50:20,ATM1423,BANK06,ACC182455,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP004113,2026-02-03 17:51:45,ATM1089,BANK01,ACC479483,Card Skimming / Clone Fraud,20000,0,CLOSED
CMP003552,2026-02-03 17:54:13,ATM1070,BANK01,ACC540227,Card Skimming / Clone Fraud,3000,1,CLOSED
CMP004780,2026-02-03 17:59:38,ATM1147,BANK02,ACC572884,ATM Cash Dispense Failure / Trapping,5000,0,UNDER_INVESTIGATION
CMP000104,2026-02-03 18:37:07,ATM1437,BANK04,ACC_MULE_2002,Card Skimming / Clone Fraud,15000,1,RESOLVED
CMP002260,2026-02-03 18:37:57,ATM1392,BANK03,ACC636945,ATM Cash Dispense Failure / Trapping,20000,1,UNDER_INVESTIGATION
CMP008818,2026-02-03 18:53:12,ATM1455,BANK09,ACC234825,Card Skimming / Clone Fraud,1000,0,REGISTERED
CMP005425,2026-02-03 18:58:39,ATM1441,BANK06,ACC531182,Unauthorized ATM Cash Withdrawal,15000,0,CLOSED
CMP000633,2026-02-03 19:00:16,ATM1249,BANK07,ACC103566,Unauthorized ATM Cash Withdrawal,20000,1,REGISTERED
CMP006623,2026-02-03 19:03:46,ATM1147,BANK02,ACC142142,Unauthorized ATM Cash Withdrawal,3000,0,CLOSED
CMP000299,2026-02-03 19:15:33,ATM1432,BANK04,ACC_MULE_2124,Unauthorized ATM Cash Withdrawal,25000,1,UNDER_INVESTIGATION
CMP007137,2026-02-03 19:24:51,ATM1349,BANK10,ACC118308,Card Skimming / Clone Fraud,1000,0,CLOSED
CMP004269,2026-02-03 20:09:53,ATM1418,BANK03,ACC297364,Phishing & OTP Coerced Cash-out,20000,0,CLOSED
CMP001406,2026-02-03 20:18:50,ATM1140,BANK07,ACC_MULE_2148,Card Skimming / Clone Fraud,15000,1,REGISTERED
CMP009175,2026-02-03 20:32:54,ATM1300,BANK03,ACC674814,Card Skimming / Clone Fraud,15000,1,CLOSED
CMP002967,2026-02-03 20:39:50,ATM1052,BANK10,ACC498689,Card Skimming / Clone Fraud,10000,0,CLOSED
CMP000823,2026-02-03 20:48:10,ATM1458,BANK07,ACC_MULE_2086,Unauthorized ATM Cash Withdrawal,25000,1,UNDER_INVESTIGATION
CMP001022,2026-02-03 21:05:12,ATM1458,BANK07,ACC_MULE_2086,Phishing & OTP Coerced Cash-out,25000,1,RESOLVED
CMP001997,2026-02-03 21:10:31,ATM1480,BANK01,ACC566715,Card Skimming / Clone Fraud,20000,0,CLOSED
CMP006924,2026-02-03 21:12:04,ATM1236,BANK02,ACC398736,Phishing & OTP Coerced Cash-out,5000,0,UNDER_INVESTIGATION
CMP003904,2026-02-03 22:02:22,ATM1363,BANK08,ACC787184,Unauthorized ATM Cash Withdrawal,5000,0,REGISTERED
CMP002796,2026-02-03 22:07:30,ATM1457,BANK07,ACC494041,Phishing & OTP Coerced Cash-out,5000,1,UNDER_INVESTIGATION
CMP007914,2026-02-03 22:09:04,ATM1052,BANK10,ACC750471,Unauthorized ATM Cash Withdrawal,10000,0,UNDER_INVESTIGATION
CMP008338,2026-02-03 22:12:57,ATM1464,BANK01,ACC916390,ATM Cash Dispense Failure / Trapping,3000,1,REGISTERED
CMP006969,2026-02-03 22:17:58,ATM1108,BANK02,ACC341714,Card Skimming / Clone Fraud,10000,0,UNDER_INVESTIGATION
CMP003324,2026-02-03 22:25:03,ATM1302,BANK10,ACC841313,Phishing & OTP Coerced Cash-out,20000,0,UNDER_INVESTIGATION
CMP008721,2026-02-03 22:26:15,ATM1441,BANK06,ACC337570,ATM Cash Dispense Failure / Trapping,1000,1,UNDER_INVESTIGATION
CMP000722,2026-02-03 22:27:55,ATM1079,BANK02,ACC_MULE_2022,Unauthorized ATM Cash Withdrawal,25000,1,RESOLVED
CMP000281,2026-02-03 22:29:57,ATM1440,BANK02,ACC107611,PIN Shoulder Surfing & Theft,10000,1,REGISTERED
CMP006525,2026-02-03 22:35:21,ATM1235,BANK05,ACC425206,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP002747,2026-02-03 22:36:57,ATM1085,BANK09,ACC174276,ATM Cash Dispense Failure / Trapping,2000,0,REGISTERED
CMP002198,2026-02-03 22:41:44,ATM1280,BANK01,ACC488254,Unauthorized ATM Cash Withdrawal,3000,1,REGISTERED
CMP003960,2026-02-03 22:45:16,ATM1441,BANK06,ACC490106,Phishing & OTP Coerced Cash-out,2000,1,UNDER_INVESTIGATION
CMP007942,2026-02-03 22:49:29,ATM1060,BANK09,ACC964061,Card Skimming / Clone Fraud,2000,0,CLOSED
CMP003963,2026-02-03 23:15:27,ATM1124,BANK05,ACC974056,Unauthorized ATM Cash Withdrawal,1000,0,CLOSED
CMP000259,2026-02-03 23:28:10,ATM1074,BANK10,ACC_MULE_2058,ATM Cash Dispense Failure / Trapping,8000,1,UNDER_INVESTIGATION
CMP006234,2026-02-03 23:35:04,ATM1235,BANK05,ACC659709,Unauthorized ATM Cash Withdrawal,10000,0,CLOSED
CMP000476,2026-02-03 23:38:30,ATM1112,BANK04,ACC_MULE_2052,Unauthorized ATM Cash Withdrawal,20000,1,RESOLVED
CMP001267,2026-02-03 23:52:56,ATM1339,BANK02,ACC_MULE_2139,Card Skimming / Clone Fraud,8000,1,RESOLVED
CMP002615,2026-02-03 23:59:53,ATM1085,BANK09,ACC466112,Card Skimming / Clone Fraud,2000,1,CLOSED
CMP007049,2026-02-04 00:00:00,ATM1418,BANK03,ACC198211,Unauthorized ATM Cash Withdrawal,3000,1,REGISTERED
CMP009669,2026-02-04 00:01:55,ATM1470,BANK09,ACC198488,Card Skimming / Clone Fraud,10000,0,REGISTERED
CMP009731,2026-02-04 00:05:10,ATM1348,BANK04,ACC537123,ATM Cash Dispense Failure / Trapping,20000,1,CLOSED
CMP001294,2026-02-04 00:16:38,ATM1438,BANK03,ACC_MULE_2080,Card Skimming / Clone Fraud,8000,1,REGISTERED
CMP009620,2026-02-04 00:22:57,ATM1387,BANK01,ACC775857,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP003558,2026-02-04 00:45:13,ATM1352,BANK07,ACC726003,PIN Shoulder Surfing & Theft,20000,0,REGISTERED
CMP007081,2026-02-04 00:45:48,ATM1253,BANK05,ACC869794,Unauthorized ATM Cash Withdrawal,1000,1,UNDER_INVESTIGATION
CMP005361,2026-02-04 00:57:18,ATM1017,BANK02,ACC137606,Unauthorized ATM Cash Withdrawal,1000,0,CLOSED
CMP005591,2026-02-04 01:35:23,ATM1069,BANK01,ACC927287,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP007579,2026-02-04 01:42:50,ATM1122,BANK05,ACC362492,Unauthorized ATM Cash Withdrawal,10000,1,CLOSED
CMP000659,2026-02-04 01:51:43,ATM1458,BANK07,ACC106140,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP009694,2026-02-04 01:52:56,ATM1021,BANK05,ACC635911,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP005050,2026-02-04 02:05:32,ATM1162,BANK09,ACC145904,Unauthorized ATM Cash Withdrawal,10000,1,REGISTERED
CMP001615,2026-02-04 02:14:53,ATM1309,BANK10,ACC_MULE_2114,Card Skimming / Clone Fraud,10000,1,RESOLVED
CMP006765,2026-02-04 02:20:29,ATM1114,BANK05,ACC801827,Unauthorized ATM Cash Withdrawal,10000,1,CLOSED
CMP000879,2026-02-04 02:28:41,ATM1432,BANK04,ACC_MULE_2124,Unauthorized ATM Cash Withdrawal,25000,1,UNDER_INVESTIGATION
CMP003892,2026-02-04 03:00:50,ATM1083,BANK05,ACC954720,ATM Cash Dispense Failure / Trapping,1000,0,REGISTERED
CMP001700,2026-02-04 03:19:12,ATM1383,BANK08,ACC595632,Card Skimming / Clone Fraud,5000,1,CLOSED
CMP006907,2026-02-04 03:33:42,ATM1054,BANK09,ACC917176,Card Skimming / Clone Fraud,1000,0,UNDER_INVESTIGATION
CMP002368,2026-02-04 03:51:49,ATM1046,BANK09,ACC395330,Unauthorized ATM Cash Withdrawal,1000,0,CLOSED
CMP004469,2026-02-04 03:55:18,ATM1173,BANK09,ACC663901,Unauthorized ATM Cash Withdrawal,2000,0,CLOSED
CMP006156,2026-02-04 03:56:47,ATM1031,BANK06,ACC761243,Unauthorized ATM Cash Withdrawal,3000,1,CLOSED
CMP002686,2026-02-04 04:02:15,ATM1180,BANK07,ACC857532,Card Skimming / Clone Fraud,3000,0,UNDER_INVESTIGATION
CMP000163,2026-02-04 04:07:41,ATM1129,BANK03,ACC_MULE_2124,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP006624,2026-02-04 04:09:35,ATM1433,BANK10,ACC471435,Card Skimming / Clone Fraud,1000,1,UNDER_INVESTIGATION
CMP004698,2026-02-04 04:18:12,ATM1203,BANK10,ACC618315,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP007977,2026-02-04 04:24:26,ATM1474,BANK04,ACC119746,PIN Shoulder Surfing & Theft,15000,0,CLOSED
CMP008875,2026-02-04 04:29:04,ATM1305,BANK09,ACC523169,Unauthorized ATM Cash Withdrawal,20000,0,CLOSED
CMP004847,2026-02-04 04:29:19,ATM1028,BANK08,ACC452022,Card Skimming / Clone Fraud,15000,0,REGISTERED
CMP005757,2026-02-04 04:38:30,ATM1244,BANK08,ACC268437,Card Skimming / Clone Fraud,2000,0,CLOSED
CMP008310,2026-02-04 04:54:53,ATM1256,BANK04,ACC509563,Unauthorized ATM Cash Withdrawal,20000,0,CLOSED
CMP005474,2026-02-04 04:55:01,ATM1358,BANK03,ACC366930,Card Skimming / Clone Fraud,1000,1,CLOSED
CMP000665,2026-02-04 05:05:01,ATM1161,BANK02,ACC_MULE_2089,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP000512,2026-02-04 05:09:45,ATM1494,BANK10,ACC_MULE_2111,PIN Shoulder Surfing & Theft,20000,1,UNDER_INVESTIGATION
CMP004732,2026-02-04 05:19:11,ATM1077,BANK06,ACC613022,ATM Cash Dispense Failure / Trapping,15000,0,UNDER_INVESTIGATION
CMP000763,2026-02-04 05:22:25,ATM1356,BANK08,ACC_MULE_2013,Unauthorized ATM Cash Withdrawal,15000,1,UNDER_INVESTIGATION
CMP006036,2026-02-04 05:40:13,ATM1411,BANK02,ACC449038,Card Skimming / Clone Fraud,2000,0,REGISTERED
CMP005626,2026-02-04 05:51:06,ATM1285,BANK07,ACC993746,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP008197,2026-02-04 05:52:38,ATM1080,BANK06,ACC617071,PIN Shoulder Surfing & Theft,15000,1,REGISTERED
CMP001934,2026-02-04 05:53:30,ATM1461,BANK08,ACC156578,Unauthorized ATM Cash Withdrawal,5000,1,UNDER_INVESTIGATION
CMP009585,2026-02-04 05:53:51,ATM1257,BANK08,ACC905707,Card Skimming / Clone Fraud,10000,0,UNDER_INVESTIGATION
CMP000739,2026-02-04 05:57:49,ATM1309,BANK10,ACC_MULE_2118,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP009981,2026-02-04 05:58:35,ATM1294,BANK05,ACC144108,Card Skimming / Clone Fraud,20000,1,UNDER_INVESTIGATION
CMP001988,2026-02-04 06:05:42,ATM1388,BANK08,ACC604474,Card Skimming / Clone Fraud,15000,1,CLOSED
CMP003365,2026-02-04 06:11:13,ATM1384,BANK10,ACC129799,Unauthorized ATM Cash Withdrawal,2000,1,CLOSED
CMP002858,2026-02-04 06:11:13,ATM1130,BANK06,ACC445659,Card Skimming / Clone Fraud,2000,0,UNDER_INVESTIGATION
CMP005595,2026-02-04 06:11:39,ATM1354,BANK03,ACC553380,Unauthorized ATM Cash Withdrawal,20000,1,CLOSED
CMP001146,2026-02-04 06:20:50,ATM1270,BANK03,ACC_MULE_2083,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP000565,2026-02-04 06:36:26,ATM1349,BANK10,ACC101404,ATM Cash Dispense Failure / Trapping,20000,1,RESOLVED
CMP009430,2026-02-04 06:36:57,ATM1495,BANK05,ACC208486,Unauthorized ATM Cash Withdrawal,20000,0,UNDER_INVESTIGATION
CMP002527,2026-02-04 06:50:56,ATM1228,BANK06,ACC900202,ATM Cash Dispense Failure / Trapping,5000,0,REGISTERED
CMP004264,2026-02-04 07:03:07,ATM1460,BANK05,ACC870487,Unauthorized ATM Cash Withdrawal,2000,1,UNDER_INVESTIGATION
CMP002946,2026-02-04 07:08:09,ATM1099,BANK10,ACC398930,PIN Shoulder Surfing & Theft,5000,1,REGISTERED
CMP002489,2026-02-04 07:22:41,ATM1082,BANK08,ACC902448,Unauthorized ATM Cash Withdrawal,5000,0,REGISTERED
CMP009655,2026-02-04 07:25:04,ATM1405,BANK07,ACC509107,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP008135,2026-02-04 07:27:00,ATM1046,BANK09,ACC694006,Unauthorized ATM Cash Withdrawal,5000,0,CLOSED
