atm_id,atm_code,bank_id,district_id,latitude,longitude,district,area,atm_type,is_active
ATM0464,ATM-CANARA-050,BANK008,DIST015,27.508039,77.669754,Mathura,Krishna Nagar,OFFSITE,True
ATM0465,ATM-PNB-033,BANK004,DIST007,27.154173,78.01553,Agra,Cantt Agra,OFFSITE,True
ATM0466,ATM-UBI-049,BANK009,DIST008,28.992508,77.706963,Meerut,Begum Bridge,OFFSITE,True
ATM0467,ATM-CANARA-051,BANK008,DIST012,26.755174,83.368946,Gorakhpur,Golghar,OFFSITE,True
ATM0468,ATM-SBI-066,BANK002,DIST007,27.202818,78.009285,Agra,Sanjay Place,OFFSITE,True
ATM0469,ATM-HDFC-036,BANK001,DIST006,28.642485,77.377126,Ghaziabad,Indirapuram,ONSITE,True
ATM0470,ATM-CANARA-052,BANK008,DIST011,28.813862,78.73705,Moradabad,Majhola,OFFSITE,True
ATM0471,ATM-BOB-044,BANK006,DIST012,26.75599,83.373621,Gorakhpur,Golghar,ONSITE,True
ATM0472,ATM-KOTAK-046,BANK007,DIST005,28.478879,77.516063,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,True
ATM0473,ATM-INDUS-047,BANK010,DIST005,28.477143,77.504416,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,True
ATM0474,ATM-SBI-067,BANK002,DIST016,29.465618,77.724337,Muzaffarnagar,New Mandi,ONSITE,True
ATM0475,ATM-AXIS-055,BANK005,DIST004,25.430363,81.908252,Prayagraj,Jhusi,OFFSITE,True
ATM0476,ATM-ICICI-047,BANK003,DIST002,26.822476,80.909615,Lucknow,Charbagh,ONSITE,True
ATM0477,ATM-BOB-045,BANK006,DIST009,28.359265,79.420683,Bareilly,Civil Lines,OFFSITE,True
ATM0478,ATM-KOTAK-047,BANK007,DIST006,28.683891,77.453108,Ghaziabad,Raj Nagar,ONSITE,True
ATM0479,ATM-AXIS-056,BANK005,DIST005,28.57098,77.323585,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,True
ATM0480,ATM-BOB-046,BANK006,DIST001,25.369443,82.959366,Varanasi,Shivpur,OFFSITE,True
ATM0481,ATM-KOTAK-048,BANK007,DIST016,29.480698,77.698771,Muzaffarnagar,Civil Lines,OFFSITE,True
ATM0482,ATM-BOB-047,BANK006,DIST002,26.842574,80.941519,Lucknow,Hazratganj,OFFSITE,True
ATM0483,ATM-BOB-048,BANK006,DIST005,28.626251,77.36068,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,True
ATM0484,ATM-PNB-034,BANK004,DIST017,29.947142,77.532496,Saharanpur,Delhi Road,OFFSITE,True
ATM0485,ATM-ICICI-048,BANK003,DIST017,29.971672,77.538753,Saharanpur,Court Road,OFFSITE,True
ATM0486,ATM-UBI-050,BANK009,DIST010,27.908331,78.07518,Aligarh,Civil Lines,ONSITE,True
ATM0487,ATM-BOB-049,BANK006,DIST010,27.913326,78.07821,Aligarh,Civil Lines,ONSITE,True
ATM0488,ATM-INDUS-048,BANK010,DIST017,29.971266,77.555438,Saharanpur,Court Road,OFFSITE,True
ATM0489,ATM-ICICI-049,BANK003,DIST005,28.62837,77.36324,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,True
ATM0490,ATM-CANARA-053,BANK008,DIST017,29.978526,77.536435,Saharanpur,Court Road,OFFSITE,True
ATM0491,ATM-PNB-035,BANK004,DIST010,27.919928,78.095914,Aligarh,University Market,OFFSITE,False
ATM0492,ATM-AXIS-057,BANK005,DIST002,26.829717,80.908986,Lucknow,Charbagh,ONSITE,True
ATM0493,ATM-PNB-036,BANK004,DIST019,25.169395,82.505056,Mirzapur,Vindhyachal,OFFSITE,True
ATM0494,ATM-CANARA-054,BANK008,DIST011,28.811472,78.740078,Moradabad,Majhola,OFFSITE,True
ATM0495,ATM-BOB-050,BANK006,DIST007,27.160899,78.030661,Agra,Tajganj,OFFSITE,True
ATM0496,ATM-CANARA-055,BANK008,DIST010,27.920528,78.088653,Aligarh,University Market,OFFSITE,True
ATM0497,ATM-KOTAK-049,BANK007,DIST001,25.377422,83.020112,Varanasi,Sarnath,OFFSITE,True
ATM0498,ATM-ICICI-050,BANK003,DIST008,28.996887,77.701098,Meerut,Begum Bridge,OFFSITE,True
ATM0499,ATM-ICICI-051,BANK003,DIST002,26.826569,80.922343,Lucknow,Charbagh,OFFSITE,True
ATM0500,ATM-CANARA-056,BANK008,DIST008,28.971907,77.736381,Meerut,Shastri Nagar,ONSITE,True
